name,type,status,latitude,longitude,address,country,zip,timeZone,,addressBroken,cityBroken,stateBroken,,,,,,,,,,
MAB1_TEMP STORAGE,AFS US,Active,34.18421,-118.60709,"6245 Topanga Canyon Boulevard, Los Angeles, CA",United States,91367,America/Los_Angeles (UTC:-07:00),,6245 Topanga Canyon Boulevard, Los Angeles, CA,,,,,,,,,,
MAB1-KIO1,Retail,Active,34.18421,-118.60709,"6245 Topanga Canyon Blvd, Woodland Hills, CA",United States,91367,America/Los_Angeles (UTC:-07:00),,6245 Topanga Canyon Blvd, Woodland Hills, CA,,,,,,,,,,
MAB4,AFS US,Active,34.16322,-118.37405,"5101 Lankershim Blvd, North Hollywood, CA",United States,91601,America/Los_Angeles (UTC:-07:00),,5101 Lankershim Blvd, North Hollywood, CA,,,,,,,,,,
MAB5,AFS US,Active,34.27347,-118.55495,"19340 Rinaldi Street, Northridge, CA",United States,91326,America/Los_Angeles (UTC:-07:00),,19340 Rinaldi Street, Northridge, CA, Maspeth, NY,,,,,,,,
MAB8,AFS US,Active,33.71696,-118.0079,"6911 Warner Avenue, Huntington Beach, CA",United States,92647,America/Los_Angeles (UTC:-07:00),,6911 Warner Avenue, Huntington Beach, CA,,,,,,,,,,
MAB9,AFS US,Active,33.7199,-117.7924,"13672 Jamboree Road, Irvine, CA",United States,92602,America/Los_Angeles (UTC:-07:00),,13672 Jamboree Road, Irvine, CA,,,,,,,,,,
MAB9- KIO1,Retail,Active,33.7199,-117.7924,"13672 Jamboree Rd, Irvine, CA",United States,13672,America/Los_Angeles (UTC:-07:00),,13672 Jamboree Rd, Irvine, CA,,,,,,,,,,
MAC0,AFS US,Active,33.56185,-117.66796,"26940 Crown Valley Parkway, Mission Viejo, CA",United States,92691,America/Los_Angeles (UTC:-07:00),,26940 Crown Valley Parkway, Mission Viejo, CA,,,,,,,,,,
MAC2,AFS US,Active,33.86087,-117.92142,"1100 South Harbor Boulevard, Fullerton, CA",United States,92832,America/Los_Angeles (UTC:-07:00),,1100 South Harbor Boulevard, Fullerton, CA,,,,,,,,,,
MAC3,AFS US,Active,34.11387,-117.76253,"2229 Foothill Blvd, La Verne, CA",United States,91750,America/Los_Angeles (UTC:-07:00),,2229 Foothill Blvd, La Verne, CA,,,,,,,,,,
MAC4,AFS US,Active,33.91559,-117.96462,"1610 W Imperial Hwy, La Habra, CA",United States,90631,America/Los_Angeles (UTC:-07:00),,1610 W Imperial Hwy, La Habra, CA,,,,,,,,,,
MAC9,AFS US,Active,33.81094,-118.11003,"6235 East Spring Street, Long Beach, CA",United States,90808,America/Los_Angeles (UTC:-07:00),,6235 East Spring Street, Long Beach, CA,,,,,,,,,,
MAE6,AFS US,Active,33.94801,-118.00223,"15225 Whittier Boulevard, Whittier, CA",United States,90603,America/Los_Angeles (UTC:-07:00),,15225 Whittier Boulevard, Whittier, CA,,,,,,,,,,
MAF3,AFS US,Active,34.15763,-118.48969,"16325 Ventura Boulevard, Encino, CA",United States,91436,America/Los_Angeles (UTC:-07:00),,16325 Ventura Boulevard, Encino, CA,,,,,,,,,,
MAF4,AFS US,Active,34.15876,-118.82088,"140 Promenade Way, Thousand Oaks, CA",United States,91362,America/Los_Angeles (UTC:-07:00),,140 Promenade Way, Thousand Oaks, CA,,,,,,,,,,
MAF5,AFS US,Active,34.10707,-117.64804,"235 E Foothill Blvd, Upland, CA",United States,91786,America/Los_Angeles (UTC:-07:00),,235 E Foothill Blvd, Upland, CA,,,,,,,,,,
MAF8,AFS US,Active,33.83899,-118.35529,"21035 Hawthorne Blvd, Torrance, CA",United States,90503,America/Los_Angeles (UTC:-07:00),,21035 Hawthorne Blvd, Torrance, CA,  Graviton Park, Crabtree Manorway North, Belvedere,,,,,,,
MAF9,AFS US,Active,33.85722,-118.09164,"11340 South St, Cerritos, CA",United States,90703,America/Los_Angeles (UTC:-07:00),,11340 South St, Cerritos, CA,,,,,,,,,,
MAG1,AFS US,Active,33.97581,-118.37058,"6855 S. La Cienega Blvd., Los Angeles, CA",United States,90045,America/Los_Angeles (UTC:-07:00),,6855 S. La Cienega Blvd., Los Angeles, CA,,,,,,,,,,
MAH8,AFS US,Active,33.55764,-117.1795,"40481 Murrieta Hot Springs Rd, Murrieta, CA",United States,92563,America/Los_Angeles (UTC:-07:00),,40481 Murrieta Hot Springs Rd, Murrieta, CA,,,,,,,,,,
MAI8,AFS US,Active,32.98123,-117.06071,"14837 Pomerado, Poway, CA",United States,92064,America/Los_Angeles (UTC:-07:00),,14837 Pomerado, Poway, CA, Part B, Brasilia, DF,,,,,,,
MAJ8,Warehouse,Active,33.81881,-117.52123,"3941 Bedford Canyon Road, Corona, CA",United States,92883,America/Los_Angeles (UTC:-07:00),,3941 Bedford Canyon Road, Corona, CA,,,,,,,,,,
MAK9,AFS US,Active,34.14695,-118.08057,"3405 East Colorado Boulevard, Pasadena, CA",United States,91107,America/Los_Angeles (UTC:-07:00),,3405 East Colorado Boulevard, Pasadena, CA,,,,,,,,,,
MAK9-KIO1,AFS US,Active,34.14674,-118.08063,"3425 E Colorado Blvd, Pasadena, CA",United States,91107,America/Los_Angeles (UTC:-07:00),,3425 E Colorado Blvd, Pasadena, CA,,,,,,,,,,
MAM7,AFS US,Active,34.27781,-118.86949,"742 New Los Angeles Ave, MoorPark, CA",United States,93201,America/Los_Angeles (UTC:-07:00),,742 New Los Angeles Ave, MoorPark, CA,,,,,,,,,,
MAM9,AFS US,Active,38.40779,-121.41553,"7530 Elk Grove Boulevard, Elk Grove, CA",United States,95757,America/Los_Angeles (UTC:-07:00),,7530 Elk Grove Boulevard, Elk Grove, CA,,,,,,,,,,
MAO6,AFS US,Active,34.13969,-117.45344,"Citrus Crossroads, Fontana, CA",United States,92336,America/Los_Angeles (UTC:-07:00),,Citrus Crossroads, Fontana, CA,,,,,,,,,,
MAQ5,AFS US,Active,38.61041,-121.38286,"Watt Avenue and El Camino Avenue, Sacramento, CA",United States,95825,America/Los_Angeles (UTC:-07:00),,Watt Avenue and El Camino Avenue, Sacramento, CA,,,,,,,,,,
MAQ8,AFS US,Active,38.66574,-121.27366,"5425 Sunrise Blvd., Citrus Heights, CA",United States,95610,America/Los_Angeles (UTC:-07:00),,5425 Sunrise Blvd., Citrus Heights, CA,,,,,,,,,,
MAQ9,AFS US,Active,38.79665,-121.26411,"Stanford Ranch Crossing, Roseville, CA",United States,95678,America/Los_Angeles (UTC:-07:00),,Stanford Ranch Crossing, Roseville, CA,,,,,,,,,,
MAT4,AFS US,Active,34.22061,-119.05204,"453 CARMEN DRIVE, CAMARILLO, CA",United States,93010,America/Los_Angeles (UTC:-07:00),,453 CARMEN DRIVE, CAMARILLO, CA,,,,,,,,,,
MAT6,AFS US,Active,33.73756,-116.40639,"42420 Bob Hope Drive, Rancho Mirage, CA",United States,92270,America/Los_Angeles (UTC:-07:00),,42420 Bob Hope Drive, Rancho Mirage, CA,,,,,,,,,,
MAW0,AFS US,Active,33.7079,-116.28914,"78945 HWY 111, LA QUINTA, CA",United States,92253,America/Los_Angeles (UTC:-07:00),,78945 HWY 111, LA QUINTA, CA,,,,,,,,,,
MAW3,AFS US,Active,37.83386,-122.29292,"5603 Bay St, Emeryville, CA",United States,94608,America/Los_Angeles (UTC:-07:00),,5603 Bay St, Emeryville, CA,,,,,,,,,,
MAW3_SUBLEASE,AFS US,Active,37.83386,-122.29292,"5603 Bay Street, Emeryville, CA",United States,94608,America/Los_Angeles (UTC:-07:00),,5603 Bay Street, Emeryville, CA,,,,,,,,,,
MAX2,AFS US,Active,34.28291,-118.71934,"2631 TAPO CANYON RD, SIMI VALLEY, CA",United States,93063,America/Los_Angeles (UTC:-07:00),,2631 TAPO CANYON RD, SIMI VALLEY, CA,,,,,,,,,,
MBA6,AFS US,Active,33.70102,-117.95226,"18060 & 18100 Brookhurst Street, Fountain Valley, CA",United States,92708,America/Los_Angeles (UTC:-07:00),,18060 & 18100 Brookhurst Street, Fountain Valley, CA,,,,,,,,,,
MCC1,IXD,Active,38.58193,-121.25488,"3300 Rancho Cordova Pkwy, Rancho Cordova, CA",United States,95742,America/Los_Angeles (UTC:-07:00),,3300 Rancho Cordova Pkwy, Rancho Cordova, CA,,,,,,,,,,
MCE1,Traditional Non-Sort,Active,37.5038,-120.88772,"3200 Fulkerth Road, Turlock, CA",United States,95380,America/Los_Angeles (UTC:-07:00),,3200 Fulkerth Road, Turlock, CA,,,,,,,,,,
MIT2,IXD,Active,35.4595,-119.18248,"5408 Express Avenue, Shafter, CA",United States,93263,America/Los_Angeles (UTC:-07:00),,5408 Express Avenue, Shafter, CA,,,,,,,,,,
OAK3,AR Non Sortable,Active,37.46883,-121.16651,"255 Park Center Drive, Patterson, CA",United States,95363,America/Los_Angeles (UTC:-07:00),,255 Park Center Drive, Patterson, CA,,,,,,,,,,
OAK4,AR Sortable,Active,37.74568,-121.40601,"1555 North Chrisman Road, Tracy, CA",United States,95304,America/Los_Angeles (UTC:-07:00),,1555 North Chrisman Road, Tracy, CA,,,,,,,,,,
OAK5,Sort Center,Active,37.51969,-122.01547,"38811 Cherry Street, Newark, CA",United States,94560,America/Los_Angeles (UTC:-07:00),,38811 Cherry Street, Newark, CA, SP,,,,,,,,,
OAK80,AR Sortable,Active,37.74568,-121.40601,"1555 North Chrisman Road, Tracy, CA",United States,95304,America/Los_Angeles (UTC:-07:00),,1555 North Chrisman Road, Tracy, CA,63,64,65, Kitzingen,,,,,,
OAK9,Returns,Active,37.73075,-121.51661,"6250 Promontory Pkwy, Tracy, CA",United States,95377,America/Los_Angeles (UTC:-07:00),,6250 Promontory Pkwy, Tracy, CA,,,,,,,,,,
ONT1,Sort Center,Active,34.02127,-117.52883,"11200 Iberia Street, Jurupa Valley, CA",United States,91752,America/Los_Angeles (UTC:-07:00),,11200 Iberia Street, Jurupa Valley, CA,,,,,,,,,,
ONT2,Traditional Sortable,Active,34.08803,-117.24591,"1910 E. Central Avenue, San Bernardino, CA",United States,92408-0123,America/Los_Angeles (UTC:-07:00),,1910 E. Central Avenue, San Bernardino, CA,,,,,,,,,,
ONT5,Sort Center,Active,34.09043,-117.24012,"2020 E. Central Avenue, San Bernardino, CA",United States,92408,America/Los_Angeles (UTC:-07:00),,2020 E. Central Avenue, San Bernardino, CA,,,,,,,,,,
ONT6,Apparel,Active,33.87198,-117.23924,"24208 San Michele Road, Moreno Valley, CA",United States,92551,America/Los_Angeles (UTC:-07:00),,24208 San Michele Road, Moreno Valley, CA,,,,,,,,,,
ONT7,Sort Center,Active,34.09043,-117.24012,"2020 E. Central Avenue, San Bernardino, CA",United States,92408,America/Los_Angeles (UTC:-07:00),,2020 E. Central Avenue, San Bernardino, CA,,,,,,,,,,
ONT8,IXD,Active,33.86828,-117.23704,"24300 Nandina Avenue, Moreno Valley, CA",United States,92551,America/Los_Angeles (UTC:-07:00),,24300 Nandina Avenue, Moreno Valley, CA,,,,,,,,,,
OXR1,AR Sortable,Active,34.21375,-119.13239,"3100 Sakioka Dr, Oxnard, CA",United States,93030,America/Los_Angeles (UTC:-07:00),,3100 Sakioka Dr, Oxnard, CA,,,,,,,,,,
PAX2,Pillpack,Active,33.87493,-117.54366,"1331 E 6th St, Corona, CA",United States,92879,America/Los_Angeles (UTC:-07:00),,1331 E 6th St, Corona, CA,,,,,,,,,,
PKG_MILPITAS2_DSF7,Lockers +,Active,37.43931,-121.92456,"707 North McCarthy Boulevard, Milpitas, CA",United States,95035,America/Los_Angeles (UTC:-07:00),,707 North McCarthy Boulevard, Milpitas, CA,,,,,,,,,,
PKG_SANLEANDRO6_USF2,AFO,Active,37.70491,-122.16313,"1788 Fairway Drive, San Leandro, CA",United States,94577,America/Los_Angeles (UTC:-07:00),,1788 Fairway Drive, San Leandro, CA,,,,,,,,,,
POC1,IXD,Active,34.17787,-117.44585,"3945 Lytle Creek Rd, Fontana, CA",United States,92336,America/Los_Angeles (UTC:-07:00),,3945 Lytle Creek Rd, Fontana, CA,,,,,,,,,,
POC2,IXD,Active,34.00304,-117.56227,"4000 South Prime Paseo, Ontario, CA",United States,91761,America/Los_Angeles (UTC:-07:00),,4000 South Prime Paseo, Ontario, CA,,,,,,,,,,
POC3,IXD,Active,34.03229,-117.38676,"6120 Clinker Drive, Jurupa Valley, CA",United States,92509,America/Los_Angeles (UTC:-07:00),,6120 Clinker Drive, Jurupa Valley, CA,,,,,,,,,,
PSP1,AR Sortable,Active,33.92841,-117.00223,"1010 West Fourth Street, Beaumont, CA",United States,92223,America/Los_Angeles (UTC:-07:00),,1010 West Fourth Street, Beaumont, CA,,,,,,,,,,
PSP3,IXD,Active,33.90681,-116.53391,"64165 19th Ave, Desert Hot Springs, CA",United States,92240,America/Los_Angeles (UTC:-07:00),,64165 19th Ave, Desert Hot Springs, CA,,,,,,,,,,
QXY8,IXD,Active,36.68154,-119.76919,"3611 S. Northpointe Dr, Fresno, CA",United States,93725,America/Los_Angeles (UTC:-07:00),,3611 S. Northpointe Dr, Fresno, CA,,,,,,,,,,
QXY9,Supplemental FC,Active,33.93099,-117.02977,"36900 W. Fourth Street, Beaumont, CA",United States,92223,America/Los_Angeles (UTC:-07:00),,36900 W. Fourth Street, Beaumont, CA,,,,,,,,,,
SAC5,Sort Center,Active,38.7132,-121.56114,"8040 Metro Air Parkway, Sacramento, CA",United States,95836,America/Los_Angeles (UTC:-07:00),,8040 Metro Air Parkway, Sacramento, CA,,,,,,,,,,
SAN3,AR Sortable,Active,32.56584,-116.9324,"6971 Otay Mesa Road, San Diego, CA",United States,92154,America/Los_Angeles (UTC:-07:00),,6971 Otay Mesa Road, San Diego, CA, IL,,,,,,,,,
SAN33,Office,Active,32.82993,-117.13166,"9246 Lightwave Ave, San Diego, CA",United States,92123,America/Los_Angeles (UTC:-07:00),,9246 Lightwave Ave, San Diego, CA, Sinaloa,,,,,,,,,
SAN5,Sort Center,Active,32.56923,-116.92553,"7144  Otay Mesa Rd, San Diego, CA",United States,92154,America/Los_Angeles (UTC:-07:00),,7144  Otay Mesa Rd, San Diego, CA,,,,,,,,,,
SAN6,Traditional Non-Sort,Active,32.56929,-116.93169,"6940 Otay Mesa Rd, San Diego, CA",United States,92154,America/Los_Angeles (UTC:-07:00),,6940 Otay Mesa Rd, San Diego, CA,,,,,,,,,,
SAX1,SSD,Active,33.68827,-117.84706,"17871 Von Karman Avenue, Irvine, CA",United States,92614,America/Los_Angeles (UTC:-07:00),,17871 Von Karman Avenue, Irvine, CA,,,,,,,,,,
SAX2,SSD FC,Active,33.87647,-117.54377,"150 Radio Rd, Corona, CA",United States,92879,America/Los_Angeles (UTC:-07:00),,150 Radio Rd, Corona, CA,,,,,,,,,,
SAX2_E1,SSD FC,Active,33.87493,-117.54366,"1331 E 6th St, Corona, CA",United States,92879,America/Los_Angeles (UTC:-07:00),,1331 E 6th St, Corona, CA,,,,,,,,,,
SAX3,SSD FC,Active,33.88289,-118.2797,"333 W Gardena Blvd, Carson, CA",United States,90248,America/Los_Angeles (UTC:-07:00),,333 W Gardena Blvd, Carson, CA,,,,,,,,,,
SAX5,SSD FC,Active,34.06152,-118.19087,"3301 Medford Street, Los Angeles, CA",United States,90063,America/Los_Angeles (UTC:-07:00),,3301 Medford Street, Los Angeles, CA,,,,,,,,,,
SAX6,SSD,Active,34.27967,-118.79212,"2400 N. Chain Dr, Simi Valley, CA",United States,93065,America/Los_Angeles (UTC:-07:00),,2400 N. Chain Dr, Simi Valley, CA,,,,,,,,,,
SAX7,SSD,Active,34.06215,-117.41168,"18025 Slover Ave, Bloomington, CA",United States,92316,America/Los_Angeles (UTC:-07:00),,18025 Slover Ave, Bloomington, CA,,,,,,,,,,
SBA1,Lockers +,Active,34.41084,-119.85522,"6533 Trigo Road, Isla Vista, CA",United States,93117,America/Los_Angeles (UTC:-07:00),,6533 Trigo Road, Isla Vista, CA,,,,,,,,,,
SBD1,IXD,Active,34.03983,-117.38536,"3388 Cactus Ave, Bloomington, CA",United States,92316,America/Los_Angeles (UTC:-07:00),,3388 Cactus Ave, Bloomington, CA,,,,,,,,,,
SBD2,IXD,Active,34.0736,-117.28247,"1494 South Waterman Avenue, San Bernardino, CA",United States,92408,America/Los_Angeles (UTC:-07:00),,1494 South Waterman Avenue, San Bernardino, CA,,,,,,,,,,
SBD3,IXD,Active,34.18485,-117.36437,"5990 North Cajon Boulevard, San Bernardino, CA",United States,92407,America/Los_Angeles (UTC:-07:00),,5990 North Cajon Boulevard, San Bernardino, CA,,,,,,,,,,
SBD5,Sort Center,Idle,34.02086,-117.52585,"11100 Iberia St, Jurupa Valley, CA",United States,91752,America/Los_Angeles (UTC:-07:00),,11100 Iberia St, Jurupa Valley, CA,,,,,,,,,,
SBD6,AR Sortable,Active,33.98695,-117.61284,"4707 Baker Ave, Ontario, CA",United States,91762,America/Los_Angeles (UTC:-07:00),,4707 Baker Ave, Ontario, CA,,,,,,,,,,
SCA1,Lockers +,Active,34.02573,-118.28638,"3096 S. McClintock Ave, Los Angeles, CA",United States,90089,America/Los_Angeles (UTC:-07:00),,3096 S. McClintock Ave, Los Angeles, CA,,,,,,,,,,
SCA2,Warehouse,Active,37.67856,-122.39245,"3745 Bayshore Blvd, Brisbane, CA",United States,94005,America/Los_Angeles (UTC:-07:00),,3745 Bayshore Blvd, Brisbane, CA,,,,,,,,,,
SCA3,SSD FC,Active,37.99961,-122.33937,"6045 Giant Road, Richmond, CA",United States,94806,America/Los_Angeles (UTC:-07:00),,6045 Giant Road, Richmond, CA,,,,,,,,,,
SCA4,SSD FC,Active,33.02028,-117.08903,"16915 Via Del Campo, San Diego, CA",United States,92127,America/Los_Angeles (UTC:-07:00),,16915 Via Del Campo, San Diego, CA,,,,,,,,,,
SCA5,SSD FC,Active,38.69983,-121.57157,"7601 Metro Air PKWY, Sacramento, CA",United States,95837,America/Los_Angeles (UTC:-07:00),,7601 Metro Air PKWY, Sacramento, CA,,,,,,,,,,
SCA7,SSD FC,Active,32.57049,-116.94706,"717 Harvest Rd, San Diego, CA",United States,92154,America/Los_Angeles (UTC:-07:00),,717 Harvest Rd, San Diego, CA,,,,,,,,,,
SCA9,SSD,Active,37.71015,-121.01033,"1224 Kiernan Ave, Modesto, CA",United States,95356,America/Los_Angeles (UTC:-07:00),,1224 Kiernan Ave, Modesto, CA,,,,,,,,,,
SCK1,Traditional Non-Sort,Active,37.91439,-121.19774,"4532 Newcastle Road, Stockton, CA",United States,95215,America/Los_Angeles (UTC:-07:00),,4532 Newcastle Road, Stockton, CA,,,,,,,,,,
SCK3,AMXL,Active,37.8488,-121.25738,"3565 North Airport Way, Manteca, CA",United States,95337,America/Los_Angeles (UTC:-07:00),,3565 North Airport Way, Manteca, CA,,,,,,,,,,
SCK4,IXD,Active,37.91046,-121.18878,"6001 S Austin Rd, Stockton, CA",United States,95215,America/Los_Angeles (UTC:-07:00),,6001 S Austin Rd, Stockton, CA,,,,,,,,,,
SCK6,AR Sortable,Active,37.75175,-121.40291,"1500 E Grant Line Road, Tracy, CA",United States,95304,America/Los_Angeles (UTC:-07:00),,1500 E Grant Line Road, Tracy, CA,,,,,,,,,,
SCK8,IXD,Active,38.00944,-121.74324,"4700 Wilbur Ave, Oakley, CA",United States,94561,America/Los_Angeles (UTC:-07:00),,4700 Wilbur Ave, Oakley, CA,,,,,,,,,,
SJC7,Traditional Non-Sort,Active,37.72517,-121.52946,"188 S Mountain House Parkway, Tracy, CA",United States,95377,America/Los_Angeles (UTC:-07:00),,188 S Mountain House Parkway, Tracy, CA,,,,,,,,,,
SJC8,Land,Active,36.64547,-121.62032,"SW corner of Harris St and Dayton St, Salinas, CA",United States,,America/Los_Angeles (UTC:-07:00),,SW corner of Harris St and Dayton St, Salinas, CA,,,,,,,,,,
SJC9,AFO,Active,37.69079,-122.41715,"455 Valley Drive, Brisbane, CA",United States,94005,America/Los_Angeles (UTC:-07:00),,455 Valley Drive, Brisbane, CA,,,,,,,,,,
SJS1,Lockers +,Active,37.33508,-121.8872,"96 East San Fernando Street, San Jose, CA",United States,95113,America/Los_Angeles (UTC:-07:00),,96 East San Fernando Street, San Jose, CA, CA,,,,,,,,,
SLA5,Grocery DC,Active,33.99364,-117.55264,"5250 Goodman Way, Eastvale, CA",United States,91752,America/Los_Angeles (UTC:-07:00),,5250 Goodman Way, Eastvale, CA,,,,,,,,,,
SLA6,Grocery DC,Active,33.99364,-117.55264,"5250 Goodman Way, Eastvale, CA",United States,91752,America/Los_Angeles (UTC:-07:00),,5250 Goodman Way, Eastvale, CA,,,,,,,,,,
SMF1,AR Sortable,Active,38.68184,-121.57442,"4900 West Elkhorn Blvd, Sacramento, CA",United States,95835,America/Los_Angeles (UTC:-07:00),,4900 West Elkhorn Blvd, Sacramento, CA,,,,,,,,,,
SMF3,IXD,Active,37.91422,-121.25318,"3923 S B Street, Stockton, CA",United States,95206,America/Los_Angeles (UTC:-07:00),,3923 S B Street, Stockton, CA,,,,,,,,,,
SMF33,Office,Active,38.39417,-121.95672,"810 Vaca Valley Parkway, Vacaville, CA",United States,95688,America/Los_Angeles (UTC:-07:00),,810 Vaca Valley Parkway, Vacaville, CA,,,,,,,,,,
SMF5,Sort Center,Active,38.3994,-121.95063,"300 Crocker Drive, Vacaville, CA",United States,95688,America/Los_Angeles (UTC:-07:00),,300 Crocker Drive, Vacaville, CA,,,,,,,,,,
SMF6,Traditional Non-Sort,Active,38.70665,-121.57308,"4930 Allbaugh Drive, Sacramento, CA",United States,95837,America/Los_Angeles (UTC:-07:00),,4930 Allbaugh Drive, Sacramento, CA,,,,,,,,,,
SMF7,AMXL,Active,38.41458,-121.9489,"4800 Midway Road, Vacaville, CA",United States,95688,America/Los_Angeles (UTC:-07:00),,4800 Midway Road, Vacaville, CA,,,,,,,,,,
SMF9,Returns,Active,38.3994,-121.95063,"300 Crocker Drive, Vacaville, CA",United States,95688,America/Los_Angeles (UTC:-07:00),,300 Crocker Drive, Vacaville, CA,,,,,,,,,,
SNA4,Traditional Non-Sort,Active,34.13133,-117.42209,"2496 W. Walnut Avenue, Rialto, CA",United States,92376,America/Los_Angeles (UTC:-07:00),,2496 W. Walnut Avenue, Rialto, CA,,,,,,,,,,
TCY1,IXD,Active,37.90289,-121.23423,"2690 E. Arch Airport Road, Stockton, CA",United States,95206,America/Los_Angeles (UTC:-07:00),,2690 E. Arch Airport Road, Stockton, CA,,,,,,,,,,
TCY2,IXD,Active,37.90255,-121.20686,"6201 S. Newcastle Rd, Stockton, CA",United States,95215,America/Los_Angeles (UTC:-07:00),,6201 S. Newcastle Rd, Stockton, CA,,,,,,,,,,
TCY5,Sort Center,Active,37.73075,-121.51661,"6250 Promontory Pkwy, Tracy, CA",United States,95377,America/Los_Angeles (UTC:-07:00),,6250 Promontory Pkwy, Tracy, CA,,,,,,,,,,
TCY9,Sort Center,Active,38.01211,-121.74342,"Contra Costa Logistics Center, Oakley, CA",United States,94561,America/Los_Angeles (UTC:-07:00),,Contra Costa Logistics Center, Oakley, CA,,,,,,,,,,
TYC2,Warehouse,Active,37.90255,-121.20686,"6201 S. Newcastle Rd, Stockton, CA",United States,95215,America/Los_Angeles (UTC:-07:00),,6201 S. Newcastle Rd, Stockton, CA,,,,,,,,,,
UCA1,AFO,Active,37.7606,-122.38976,"888 Tennessee Street, San Francisco, CA",United States,94107,America/Los_Angeles (UTC:-07:00),,888 Tennessee Street, San Francisco, CA,,,,,,,,,,
UCA3,AFO,Active,34.03276,-118.44981,"11800 W. Olympic Boulevard, Los Angeles, CA",United States,90064,America/Los_Angeles (UTC:-07:00),,11800 W. Olympic Boulevard, Los Angeles, CA,,,,,,,,,,
UCA5,AFO,Active,34.11715,-118.25064,"3334 N San Fernando Road, Los Angeles, CA",United States,90065,America/Los_Angeles (UTC:-07:00),,3334 N San Fernando Road, Los Angeles, CA,,,,,,,,,,
UCA6,AFO,Active,32.74969,-117.201,"2727 Kurtz Street, San Diego, CA",United States,92110,America/Los_Angeles (UTC:-07:00),,2727 Kurtz Street, San Diego, CA,,,,,,,,,,
USD1,AFO,Active,32.8288,-117.13184,"9269 Lightwave Avenue, San Diego, CA",United States,92123,America/Los_Angeles (UTC:-07:00),,9269 Lightwave Avenue, San Diego, CA,,,,,,,,,,
USF1,AFO,Active,37.37879,-121.94694,"750 Laurelwood Road, Santa Clara, CA",United States,95054,America/Los_Angeles (UTC:-07:00),,750 Laurelwood Road, Santa Clara, CA,,,,,,,,,,
USF2,AFO,Active,37.70491,-122.16313,"1788 Fairway Drive, San  Leandro, CA",United States,94557,America/Los_Angeles (UTC:-07:00),,1788 Fairway Drive, San  Leandro, CA,,,,,,,,,,
USF4,UFF,Active,37.69079,-122.41715,"455 Valley Drive, Brisbane, CA",United States,94005,America/Los_Angeles (UTC:-07:00),,455 Valley Drive, Brisbane, CA,,,,,,,,,,
WCF6,SPP,Active,38.7946,-106.53484,"1775 North State Street, Ukiah, CA",United States,95482,America/Denver (UTC:-06:00),,1775 North State Street, Ukiah, CA,,,,,,,,,,
WCF7 - DELETE,RSR,Active,38.7946,-106.53484,"5875 Venture Pkwy, Redding, CA",United States,,America/Denver (UTC:-06:00),,5875 Venture Pkwy, Redding, CA,,,,,,,,,,
WEK1,RSR,Active,38.7946,-106.53484,"3110-3120 and 3159-3170 BOEING AVE., MCKINLEYVILLE, CA",United States,95519,America/Denver (UTC:-06:00),,3110-3120 and 3159-3170 BOEING AVE., MCKINLEYVILLE, CA,,,,,,,,,,
WTH1,AMXL,Active,39.7188,-122.14208,"6990 Airport Dr, Orland, CA",United States,95963,America/Los_Angeles (UTC:-07:00),,6990 Airport Dr, Orland, CA,,,,,,,,,,
XCA2,Sort Center,Active,34.02788,-117.96662,"15120 Valley Blvd., City of Industry, CA",United States,91746,America/Los_Angeles (UTC:-07:00),,15120 Valley Blvd., City of Industry, CA,,,,,,,,,,
XLX7,AMXL,Active,34.0782,-117.27344,"555 East Orange Show Road, San Bernardino, CA",United States,92408,America/Los_Angeles (UTC:-07:00),,555 East Orange Show Road, San Bernardino, CA,,,,,,,,,,
XTE2,XPT,Active,39.71532,-121.81751,"2336 Park Ave, Chico, CA",United States,95928,America/Los_Angeles (UTC:-07:00),,2336 Park Ave, Chico, CA,,,,,,,,,,
XTE3,XPT,Active,39.22114,-121.02816,"1415 Whispering Pines Lane, Grass Valley, CA",United States,95945,America/Los_Angeles (UTC:-07:00),,1415 Whispering Pines Lane, Grass Valley, CA,,,,,,,,,,
ZFO1,Delivery Station,Idle,37.75499,-122.38456,"435 23rd Street, San Francisco, CA",United States,94124,America/Los_Angeles (UTC:-07:00),,435 23rd Street, San Francisco, CA,,,,,,,,,,
,,,,,,,,,,,,, PA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,, Delhi,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
